tuscaloosanews , 1 
dothaneagle , 0 
arizonarepublic , 0 
TucsonStar , 1 
nwademgaz , 0 
TimesRecord , 1 
latimes , 17 
sfchronicle , 6 
denverpost , 6 
csgazette , 1 
hartfordcourant , 15 
nhregister , 1 
NewsWilmington , 0 
Doverpost , 1 
orlandosentinel , 14 
MiamiHerald , 6 
ajc , 5 
GwinnettDaily , 1 
MidWeekHawaii , 0 
StarAdvertiser , 5 
IdahoStatesman , 6 
twinfallstn , 0 
chicagotribune , 14 
Suntimes , 1 
indystar , 3 
nwi , 2 
DMRegister , 5 
gazettedotcom , 2 
kansasdotcom , 1 
CJOnline , 3 
courierjournal , 2 
heraldleader , 2 
theadvocatebr , 2 
shreveporttimes , 2 
sunjournal , 5 
PortlandPhoenix , 0 
baltimoresun , 6 
Baltimore_Times , 0 
BostonGlobe , 43 
bostonherald , 11 
freep , 2 
detroitnews , 2 
StarTribune , 5 
PioneerPress , 0 
clarionledger , 0 
DJournalnow , 1 
KCStar , 10 
stltoday , 5 
billingsgazette , 0 
GFTribune , 1 
OWHnews , 1 
JournalStarNews , 0 
reviewjournal , 1 
LasVegasSun , 5 
UnionLeader , 1 
laconiadailysun , 0 
starledger , 1 
TheRecordNJ , 0 
ABQJournal , 0 
thenewmexican , 0 
theobserver , 0 
newsobserver , 3 
WSJ , 38 
nytimes , 65 
theforum , 0 
bistrib , 0 
ThePlainDealer , 0 
Enquirer , 1 
TheOklahoman , 1 
tulsaworld , 3 
Oregonian , 3 
registerguard , 0 
PhillyDailyNews , 4 
PhillyInquirer , 3 
projo , 6 
TheValleyBreeze , 1 
GreenvilleNews , 0 
postandcourier , 0 
argusleader , 0 
RCJournal , 0 
Tennessean , 3 
newssentinel , 1 
dallasnews , 9 
HoustonChron , 6 
DeseretNews , 3 
sltrib , 1 
sevendaysvt , 0 
bfp_news , 1 
USATODAY , 25 
pilotnews , 0 
seattletimes , 6 
thenewstribune , 0 
GbrValleyWV , 0 
heralddispatch , 0 
journalsentinel , 0 
WiStateJournal , 2 
CSTribune , 0 
WTEnews , 1 
